ideology,religion,risk_seeking,expend_total,seems_fun,enjoy_thinking,self_control,risk_aversion,gender,age,marital,employment,urban,education,income,white,black,hispanic,income_delta,expend_delta,overconfidence,lottery_payout,happiness,financial_literacy,financial_numeracy,gamblers_fallacy,non_belief_lln,ev_miscalculation,income_effects_delta_pct,state,expenditures_share_income,education_5,education_10,education_15,education_20
Slightly Liberal,1.0,-3.945384018077293,0.0,-3 - Strongly Disagree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,62.0,0.0,0.0,Metro Area,13.0,17.5,0.0,1.0,0.0,2.5,0.0,0.0,0.05,0.0,0.6,0.6666667,0.0,0.42703333,1.0,0.0,OH,0.0,1,1,0,0
Moderate,0.0,-7 - Very willing,10.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,29.0,0.0,0.0,Non-Metro Area,12.0,32.5,1.0,0.0,0.0,0.0,-7.5,-0.1,0.35,9.0,0.4,0.6666667,1.0,0.62703335,1.0,2.5,OH,0.3076923076923077,1,1,0,0
Moderate,1.0,-4,0.0,-2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,33.0,Married,1.0,Metro Area,18.0,92.5,1.0,0.0,0.0,17.5,0.0,0.1,0.35,10.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,OH,0.0,1,1,1,0
Slightly Conservative,0.0,-2,0.0,0 - Neutral,2,-1,No financial risks.,Male,65.0,Married,0.0,Non-Metro Area,14.0,17.5,1.0,0.0,0.0,2.5,0.0,0.0,0.45,2.0,0.8,1.0,0.0,0.42703333,0.0,0.0,OH,0.0,1,1,0,0
Slightly Liberal,0.0,-3,100.0,2,0 - Neutral,2,Average financial risks expecting to earn average returns.,Female,36.0,0.0,1.0,Metro Area,13.0,80.0,0.0,1.0,0.0,-2.5,0.0,-0.1,0.35,10.0,0.4,1.0,0.0,0.42703333,1.0,0.0,OH,1.25,1,1,0,0
Moderate,1.0,-4,5.0,0 - Neutral,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,38.0,0.0,1.0,Metro Area,18.0,67.5,0.0,1.0,0.0,2.5,-50.0,0.0,0.05,5.0,1.0,1.0,0.0,0.42703333,0.25,-50.0,OH,0.07407407407407407,1,1,1,0
Moderate,1.0,-2,20.0,0 - Neutral,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Male,58.0,Married,1.0,Metro Area,13.0,17.5,0.0,1.0,0.0,7.5,0.0,0.0,0.15,5.0,0.8,0.33333334,0.0,0.42703333,0.5,0.0,OH,1.1428571428571428,1,1,0,0
Moderate,1.0,-2,0.0,0 - Neutral,-2,0 - The right amount,No financial risks.,Male,55.0,Married,1.0,Metro Area,12.0,112.5,1.0,0.0,0.0,-50.0,0.0,0.0,0.15,-10.0,1.0,1.0,0.0,0.42703333,0.25,0.0,OH,0.0,1,1,0,0
Slightly Conservative,1.0,-4,30.0,2,0 - Neutral,1,No financial risks.,Female,40.0,0.0,1.0,Metro Area,16.0,27.5,1.0,0.0,0.0,2.5,7.5,0.0,0.55,3.0,1.0,1.0,0.0,0.42703333,0.25,17.5,OH,1.0909090909090908,1,1,1,0
Extremely Conservative,1.0,-1 - Very unwilling,5.0,-3 - Strongly Disagree,0 - Neutral,0 - The right amount,No financial risks.,Female,75.0,Married,0.0,Non-Metro Area,13.0,27.5,1.0,0.0,0.0,0.0,0.0,-0.1,0.25,-6.0,0.8,0.6666667,0.0,0.47703335,1.0,0.0,OH,0.18181818181818182,1,1,0,0
Liberal,0.0,-4,6.0,0 - Neutral,2,-1,No financial risks.,Female,52.0,0.0,1.0,Metro Area,16.0,55.0,1.0,0.0,0.0,2.5,0.0,-1.1,0.25,6.0,0.4,0.6666667,0.6666667,0.5937,1.0,2.5,OH,0.10909090909090909,1,1,1,0
Moderate,0.0,-4,2.0,1,3 - Strongly Agree,-1,No financial risks.,Female,30.0,Married,0.0,Non-Metro Area,12.0,67.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,8.0,0.4,0.33333334,0.0,0.42703333,0.5,0.0,OH,0.02962962962962963,1,1,0,0
Liberal,1.0,-2,2.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,No financial risks.,Male,59.0,Married,0.0,Metro Area,14.0,112.5,1.0,0.0,0.0,2.5,0.0,0.0,0.15,4.0,0.8,0.33333334,1.0,0.27196667,1.0,-2.5,OH,0.017777777777777778,1,1,0,0
Slightly Liberal,1.0,-4,15.0,2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,71.0,0.0,0.0,Metro Area,18.0,92.5,1.0,0.0,0.0,-2.5,-2.5,0.0,0.35,-5.0,1.0,1.0,0.0,0.3937,0.25,0.0,OH,0.16216216216216217,1,1,1,0
Slightly Liberal,1.0,-5,2.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,65.0,Married,1.0,Metro Area,12.0,67.5,1.0,0.0,0.0,2.5,0.0,0.0,0.25,7.0,1.0,1.0,0.6666667,0.17196667,1.0,0.0,OH,0.02962962962962963,1,1,0,0
Moderate,0.0,-2,0.0,0 - Neutral,-2,0 - The right amount,No financial risks.,Female,60.0,Married,0.0,Non-Metro Area,11.0,45.0,1.0,0.0,0.0,0.0,0.0,-0.2,0.55,-5.0,0.8,0.0,0.0,0.39036667,0.25,0.0,OH,0.0,1,1,0,0
Liberal,1.0,-6,10.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Male,51.0,Married,1.0,Non-Metro Area,12.0,67.5,1.0,0.0,0.0,-37.5,-17.5,-0.1,0.45,-5.0,0.8,0.33333334,0.6666667,0.36036667,1.0,7.5,OH,0.14814814814814814,1,1,0,0
Liberal,0.0,-7 - Very willing,0.0,1,3 - Strongly Agree,-1,Average financial risks expecting to earn average returns.,Female,31.0,0.0,0.0,Metro Area,11.0,27.5,0.0,0.0,1.0,0.0,-2.5,0.0,0.45,4.0,0.4,0.33333334,0.0,0.42703333,1.0,-2.5,OH,0.0,1,1,0,0
Moderate,0.0,-4,50.0,1,2,1,Average financial risks expecting to earn average returns.,Female,71.0,Married,0.0,Non-Metro Area,13.0,67.5,1.0,0.0,0.0,2.5,2.5,0.2,0.35,-10.0,1.0,0.33333334,1.0,0.5937,1.0,2.5,OH,0.7407407407407407,1,1,0,0
Liberal,0.0,-3,100.0,2,3 - Strongly Agree,1,Average financial risks expecting to earn average returns.,Male,72.0,Married,0.0,Metro Area,13.0,67.5,1.0,0.0,0.0,2.5,2.5,0.3,0.35,10.0,0.8,0.6666667,0.0,0.42703333,0.5,0.0,OH,1.4814814814814814,1,1,0,0
Slightly Conservative,0.0,-5,20.0,1,3 - Strongly Agree,-1,No financial risks.,Female,67.0,0.0,1.0,Metro Area,12.0,67.5,1.0,0.0,0.0,-7.5,2.5,0.0,0.25,8.0,1.0,0.33333334,0.6666667,0.42703333,1.0,0.0,OH,0.2962962962962963,1,1,0,0
Moderate,0.0,-4,0.0,0 - Neutral,-1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,39.0,0.0,1.0,Metro Area,16.0,92.5,0.0,1.0,0.0,-7.5,0.0,3.25,0.65,0.0,0.8,0.6666667,0.0,0.42703333,0.75,0.0,OH,0.0,1,1,1,0
Slightly Conservative,0.0,-3,20.0,-2,3 - Strongly Agree,-3 - Far too little,No financial risks.,Female,41.0,0.0,0.0,Metro Area,13.0,5.0,0.0,1.0,0.0,-50.0,-50.0,0.0,0.45,7.0,0.4,0.0,0.6666667,0.37703332,1.0,-50.0,OH,4.0,1,1,0,0
Extremely Conservative,1.0,-1 - Very unwilling,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,75.0,0.0,0.0,Metro Area,13.0,17.5,1.0,0.0,0.0,0.0,-50.0,0.0,0.05,0.0,0.8,0.6666667,0.6666667,0.82703334,0.75,0.0,OH,0.0,1,1,0,0
Extremely Conservative,0.0,-5,5.0,3 - Strongly Agree,2,0 - The right amount,No financial risks.,Male,40.0,0.0,0.0,Non-Metro Area,12.0,12.5,1.0,0.0,0.0,0.0,-7.5,0.0,0.65,6.0,1.0,0.6666667,1.0,0.5970333,0.5,2.5,OH,0.4,1,1,0,0
Moderate,0.0,-4,0.0,0 - Neutral,0 - Neutral,-2,Substantial financial risks expecting to earn substantial returns.,Female,48.0,0.0,1.0,Metro Area,13.0,45.0,0.0,1.0,0.0,17.5,-50.0,0.0,0.35,6.0,0.4,0.33333334,1.0,0.32703334,1.0,-50.0,OH,0.0,1,1,0,0
Extremely Conservative,0.0,-7 - Very willing,50.0,3 - Strongly Agree,3 - Strongly Agree,-2,Substantial financial risks expecting to earn substantial returns.,Male,51.0,Married,1.0,Non-Metro Area,13.0,92.5,1.0,0.0,0.0,2.5,2.5,0.0,0.05,-10.0,1.0,0.33333334,0.0,0.39703333,1.0,0.0,OH,0.5405405405405406,1,1,0,0
Moderate,0.0,-6,100.0,3 - Strongly Agree,3 - Strongly Agree,2,No financial risks.,Female,28.0,Married,0.0,Metro Area,12.0,22.5,0.0,1.0,0.0,0.0,0.0,0.0,0.55,5.0,0.4,0.6666667,1.0,0.6770333,1.0,0.0,OH,4.444444444444445,1,1,0,0
Conservative,1.0,-1 - Very unwilling,0.0,0 - Neutral,0 - Neutral,0 - The right amount,,Male,62.0,Married,0.0,Non-Metro Area,12.0,55.0,1.0,0.0,0.0,0.0,-50.0,0.0,0.05,1.0,0.8,0.6666667,1.0,0.9070333,0.75,0.0,OH,0.0,1,1,0,0
Slightly Liberal,0.0,-3,60.0,1,0 - Neutral,2,Above-average financial risks expecting to earn above-average returns.,Male,61.0,0.0,1.0,Metro Area,13.0,162.5,1.0,0.0,0.0,2.5,0.0,0.1,0.55,7.0,0.6,1.0,0.0,0.42703333,0.0,0.0,OH,0.36923076923076925,1,1,0,0
Extremely Liberal,0.0,-4,0.0,-3 - Strongly Disagree,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,22.0,0.0,1.0,Metro Area,13.0,67.5,0.0,1.0,0.0,50.0,0.0,0.0,0.05,0.0,0.8,1.0,0.0,0.13863334,0.25,0.0,OH,0.0,1,1,0,0
Slightly Liberal,1.0,-2,2.0,-2,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,72.0,0.0,0.0,Metro Area,13.0,55.0,1.0,0.0,0.0,2.5,0.0,0.0,0.15,4.0,1.0,0.33333334,0.6666667,0.6437,0.75,0.0,OH,0.03636363636363636,1,1,0,0
Slightly Conservative,0.0,-4,30.0,3 - Strongly Agree,3 - Strongly Agree,1,Average financial risks expecting to earn average returns.,Female,54.0,0.0,1.0,Metro Area,18.0,92.5,1.0,0.0,0.0,2.5,0.0,0.0,0.55,7.0,1.0,0.6666667,0.0,0.42703333,0.5,-50.0,OH,0.32432432432432434,1,1,1,0
Moderate,1.0,-4,0.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,51.0,0.0,1.0,Metro Area,14.0,32.5,0.0,1.0,0.0,2.5,-50.0,0.0,0.45,-5.0,0.4,0.33333334,0.6666667,0.57703334,1.0,-50.0,OH,0.0,1,1,0,0
Liberal,1.0,-3,0.0,1,1,-1,Average financial risks expecting to earn average returns.,Female,23.0,0.0,1.0,Metro Area,13.0,7.5,1.0,0.0,0.0,-17.5,0.0,0.0,0.05,2.0,1.0,1.0,0.33333334,0.22703333,0.0,0.0,OH,0.0,1,1,0,0
Extremely Liberal,0.0,-5,0.0,-1,1,-2,Average financial risks expecting to earn average returns.,Female,30.0,Married,1.0,Metro Area,16.0,80.0,1.0,0.0,0.0,2.5,-50.0,0.0,0.05,10.0,1.0,0.6666667,0.0,0.42703333,0.25,2.5,OH,0.0,1,1,1,0
Conservative,1.0,-4,150.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,39.0,Married,1.0,Non-Metro Area,14.0,80.0,1.0,0.0,0.0,2.5,2.5,0.1,0.25,0.0,0.2,0.33333334,1.0,0.5937,1.0,7.5,OH,1.875,1,1,0,0
Slightly Liberal,0.0,-7 - Very willing,5.0,1,0 - Neutral,0 - The right amount,No financial risks.,Female,37.0,0.0,1.0,Metro Area,12.0,45.0,1.0,0.0,0.0,17.5,-7.5,0.0,0.35,3.0,0.4,0.33333334,0.0,0.42703333,0.75,0.0,OH,0.1111111111111111,1,1,0,0
Moderate,0.0,-4,25.0,2,3 - Strongly Agree,1,Above-average financial risks expecting to earn above-average returns.,Female,54.0,Married,1.0,Non-Metro Area,20.0,250.0,0.0,0.0,0.0,-17.5,-7.5,-1.75,0.65,3.0,1.0,0.33333334,0.6666667,0.6937,1.0,-50.0,OH,0.1,1,1,1,1
Conservative,0.0,-7 - Very willing,1.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Male,31.0,0.0,0.0,Metro Area,12.0,45.0,0.0,1.0,0.0,50.0,0.0,0.0,0.55,0.0,0.4,0.0,0.0,0.42703333,0.75,0.0,OH,0.022222222222222223,1,1,0,0
Moderate,0.0,-3,5.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,69.0,0.0,0.0,Metro Area,12.0,17.5,1.0,0.0,0.0,0.0,0.0,-0.2,0.75,0.0,0.6,0.6666667,0.0,0.66036665,0.5,0.0,OH,0.2857142857142857,1,1,0,0
Extremely Conservative,0.0,-1 - Very unwilling,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,71.0,0.0,0.0,Metro Area,13.0,45.0,1.0,0.0,0.0,-37.5,0.0,0.0,0.05,4.0,0.8,0.6666667,0.0,0.42703333,1.0,0.0,OH,0.0,1,1,0,0
Liberal,0.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,22.0,0.0,1.0,Metro Area,12.0,67.5,1.0,0.0,0.0,37.5,0.0,0.0,0.05,0.0,0.8,0.33333334,0.0,0.42703333,1.0,0.0,OH,0.0,1,1,0,0
Moderate,1.0,-3,50.0,0 - Neutral,0 - Neutral,-1,No financial risks.,Female,36.0,Married,1.0,Metro Area,14.0,17.5,0.0,0.0,1.0,17.5,7.5,0.0,0.15,4.0,0.6,0.0,0.0,0.42703333,0.75,2.5,OH,2.857142857142857,1,1,0,0
Conservative,0.0,-3,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,69.0,0.0,0.0,Metro Area,16.0,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,5.0,1.0,0.33333334,0.6666667,0.64703333,1.0,-2.5,OH,0.0,1,1,1,0
Moderate,0.0,-5,50.0,2,2,0 - The right amount,No financial risks.,Female,34.0,Married,1.0,Metro Area,13.0,5.0,0.0,1.0,0.0,50.0,-50.0,-0.1,0.35,5.0,0.4,0.0,0.0,0.73036665,1.0,-50.0,OH,10.0,1,1,0,0
Conservative,0.0,-2,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Male,79.0,Married,0.0,Metro Area,18.0,45.0,1.0,0.0,0.0,2.5,0.0,0.0,0.35,0.79,1.0,1.0,0.0,0.12703334,0.25,0.0,OH,0.0,1,1,1,0
Moderate,0.0,-5,40.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,44.0,0.0,1.0,Metro Area,16.0,112.5,0.0,1.0,0.0,7.5,7.5,0.0,0.55,0.0,1.0,0.33333334,0.0,0.42703333,1.0,0.0,OH,0.35555555555555557,1,1,1,0
Liberal,0.0,-4,20.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Male,32.0,0.0,1.0,Metro Area,13.0,12.5,0.0,1.0,0.0,0.0,0.0,-0.3,0.25,0.0,0.6,0.33333334,1.0,0.7937,1.0,0.0,OH,1.6,1,1,0,0
Conservative,1.0,-5,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,64.0,Married,0.0,Metro Area,18.0,250.0,1.0,0.0,0.0,2.5,0.0,0.0,0.25,-5.0,1.0,0.6666667,0.6666667,0.59463334,1.0,0.0,OH,0.0,1,1,1,0
Slightly Liberal,0.0,-3,6.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,64.0,0.0,0.0,Metro Area,13.0,7.5,0.0,1.0,0.0,7.5,0.0,0.0,0.15,-3.0,0.2,0.0,0.0,0.42703333,1.0,0.0,OH,0.8,1,1,0,0
Moderate,0.0,-7 - Very willing,10.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,68.0,0.0,0.0,Metro Area,14.0,17.5,0.0,0.0,1.0,2.5,0.0,-0.1,0.25,0.0,0.6,0.33333334,0.6666667,0.5937,1.0,0.0,OH,0.5714285714285714,1,1,0,0
Slightly Liberal,0.0,-6,120.0,2,3 - Strongly Agree,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,42.0,Married,1.0,Metro Area,18.0,92.5,0.0,0.0,0.0,17.5,50.0,0.0,0.05,-6.0,1.0,1.0,0.0,0.42703333,0.75,50.0,OH,1.2972972972972974,1,1,1,0
Slightly Conservative,1.0,-3,0.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,66.0,0.0,0.0,Metro Area,18.0,45.0,1.0,0.0,0.0,2.5,7.5,0.0,0.35,2.0,1.0,1.0,0.0,0.0387,0.25,0.0,OH,0.0,1,1,1,0
Moderate,0.0,-5,0.0,1,1,-1,Average financial risks expecting to earn average returns.,Male,26.0,0.0,1.0,Metro Area,13.0,45.0,1.0,0.0,0.0,17.5,0.0,0.0,0.35,7.0,0.6,1.0,0.0,0.42703333,1.0,0.0,OH,0.0,1,1,0,0
Slightly Liberal,1.0,-2,30.0,3 - Strongly Agree,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,69.0,Married,0.0,Metro Area,13.0,112.5,1.0,0.0,0.0,17.5,0.0,0.0,0.35,5.0,0.8,0.6666667,0.0,0.5970333,1.0,0.0,OH,0.26666666666666666,1,1,0,0
Conservative,0.0,-3,250.0,0 - Neutral,2,1,Average financial risks expecting to earn average returns.,Male,62.0,Married,0.0,Non-Metro Area,14.0,112.5,0.0,1.0,0.0,7.5,-50.0,0.0,0.25,8.0,0.8,0.33333334,0.6666667,0.46036667,1.0,-17.5,OH,2.2222222222222223,1,1,0,0
Liberal,0.0,-3,2.0,1,1,-1,Average financial risks expecting to earn average returns.,Male,49.0,Married,1.0,Metro Area,16.0,22.5,1.0,0.0,0.0,2.5,2.5,0.0,0.35,1.0,1.0,1.0,0.0,0.5270333,1.0,2.5,OH,0.08888888888888889,1,1,1,0
Moderate,0.0,-6,100.0,2,2,2,Average financial risks expecting to earn average returns.,Female,35.0,Married,1.0,Non-Metro Area,14.0,80.0,1.0,0.0,0.0,50.0,7.5,0.0,0.55,10.0,0.6,0.33333334,1.0,0.13863334,0.75,37.5,OH,1.25,1,1,0,0
Conservative,0.0,-3,10.0,1,2,-1,Above-average financial risks expecting to earn above-average returns.,Male,59.0,0.0,1.0,Metro Area,18.0,67.5,1.0,0.0,0.0,37.5,2.5,0.0,0.35,0.79,1.0,0.6666667,0.6666667,0.42703333,1.0,17.5,OH,0.14814814814814814,1,1,1,0
Conservative,1.0,-2,0.0,1,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,65.0,Married,1.0,Metro Area,16.0,137.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.25,0.0,1.0,0.6666667,0.0,0.42703333,0.5,0.0,OH,0.0,1,1,1,0
Moderate,0.0,-4,30.0,1,2,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Female,31.0,Married,1.0,Non-Metro Area,13.0,162.5,1.0,0.0,0.0,2.5,2.5,0.0,0.35,-8.0,0.6,0.33333334,1.0,0.31036666,1.0,0.0,OH,0.18461538461538463,1,1,0,0
Conservative,0.0,-5,48.0,0 - Neutral,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,55.0,Married,1.0,Metro Area,18.0,162.5,0.0,0.0,1.0,2.5,0.0,0.0,0.45,7.0,1.0,1.0,0.0,0.42703333,0.75,0.0,OH,0.2953846153846154,1,1,1,0
Moderate,0.0,-2,0.0,0 - Neutral,2,-2,No financial risks.,Female,56.0,Married,0.0,Metro Area,12.0,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.4,0.0,1.0,0.62703335,1.0,0.0,OH,0.0,1,1,0,0
Moderate,1.0,-5,0.0,0 - Neutral,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,76.0,0.0,0.0,Metro Area,16.0,17.5,1.0,0.0,0.0,2.5,-50.0,-1.75,0.15,7.0,0.8,0.6666667,0.0,0.5937,1.0,0.0,OH,0.0,1,1,1,0
Conservative,1.0,-2,1.0,3 - Strongly Agree,3 - Strongly Agree,-2,Average financial risks expecting to earn average returns.,Male,43.0,Married,1.0,Metro Area,16.0,250.0,0.0,0.0,0.0,50.0,-50.0,0.0,0.05,0.0,0.4,0.0,1.0,0.74703336,1.0,-50.0,OH,0.004,1,1,1,0
Extremely Liberal,1.0,-4,50.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,30.0,0.0,0.0,Metro Area,12.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,10.0,0.4,0.6666667,0.6666667,0.46036667,1.0,0.0,OH,1.1111111111111112,1,1,0,0
Moderate,1.0,-3,0.0,-3 - Strongly Disagree,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,40.0,Married,1.0,Metro Area,13.0,55.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.25,3.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,OH,0.0,1,1,0,0
Liberal,0.0,-4,5.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,59.0,0.0,0.0,Metro Area,12.0,92.5,1.0,0.0,0.0,0.0,-2.5,0.0,0.25,0.0,1.0,0.6666667,0.0,0.072966665,0.5,0.0,OH,0.05405405405405406,1,1,0,0
Slightly Liberal,1.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,27.0,Married,0.0,Metro Area,12.0,37.5,1.0,0.0,0.0,7.5,0.0,-0.1,0.25,-9.0,0.2,0.33333334,0.0,0.6088397,1.0,0.0,OH,0.0,1,1,0,0
Moderate,0.0,-4,60.0,3 - Strongly Agree,0 - Neutral,2,No financial risks.,Female,23.0,0.0,0.0,Metro Area,12.0,67.5,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.6,0.0,0.33333334,0.5603667,1.0,0.0,OH,0.8888888888888888,1,1,0,0
Liberal,0.0,-3,0.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,26.0,0.0,1.0,Metro Area,13.0,22.5,0.0,0.0,1.0,-7.5,0.0,-0.1,0.15,0.0,1.0,1.0,1.0,0.42703333,0.25,7.5,OH,0.0,1,1,0,0
Conservative,1.0,-4,0.0,0 - Neutral,0 - Neutral,-2,Average financial risks expecting to earn average returns.,Male,57.0,Married,1.0,Metro Area,13.0,162.5,1.0,0.0,0.0,2.5,0.0,-0.2,0.15,0.0,1.0,0.6666667,0.0,0.42703333,0.25,0.0,OH,0.0,1,1,0,0
Conservative,1.0,-4,8.0,1,0 - Neutral,1,Average financial risks expecting to earn average returns.,Female,68.0,Married,1.0,Metro Area,16.0,250.0,0.0,0.0,1.0,2.5,2.5,0.1,0.25,7.0,1.0,0.33333334,1.0,0.5937,1.0,0.0,OH,0.032,1,1,1,0
Conservative,0.0,-2,0.0,-1,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,51.0,Married,1.0,Metro Area,13.0,55.0,1.0,0.0,0.0,-2.5,0.0,0.0,0.05,-1.0,1.0,0.6666667,0.0,0.4837,0.0,0.0,OH,0.0,1,1,0,0
Slightly Conservative,0.0,-2,0.0,0 - Neutral,2,-3 - Far too little,No financial risks.,Female,60.0,0.0,0.0,Metro Area,12.0,22.5,1.0,0.0,0.0,17.5,0.0,0.0,0.25,10.0,0.6,0.33333334,0.0,0.42703333,1.0,0.0,OH,0.0,1,1,0,0
Slightly Liberal,0.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,22.0,0.0,1.0,Metro Area,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.4,0.0,0.0,0.42703333,0.75,0.0,OH,0.0,1,1,0,0
Liberal,0.0,-5,20.0,2,2,1,Above-average financial risks expecting to earn above-average returns.,Male,32.0,0.0,1.0,Non-Metro Area,13.0,7.5,1.0,0.0,0.0,7.5,7.5,-0.5,0.25,4.0,1.0,1.0,0.0,0.1053,0.25,0.0,OH,2.6666666666666665,1,1,0,0
Liberal,1.0,-2,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,76.0,0.0,0.0,Metro Area,16.0,32.5,1.0,0.0,0.0,2.5,0.0,-0.1,0.15,-3.0,1.0,1.0,0.0,0.072966665,0.0,0.0,OH,0.0,1,1,1,0
Moderate,0.0,-7 - Very willing,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,-3 - Far too little,No financial risks.,Female,36.0,0.0,0.0,Metro Area,14.0,7.5,1.0,0.0,0.0,-50.0,-50.0,0.0,0.05,0.0,0.6,0.0,0.0,0.42703333,0.75,-50.0,OH,0.0,1,1,0,0
Conservative,0.0,-3,25.0,1,1,0 - The right amount,No financial risks.,Male,34.0,Married,1.0,Metro Area,13.0,92.5,1.0,0.0,0.0,17.5,7.5,-0.1,0.05,5.0,0.8,0.33333334,0.0,0.1937,1.0,7.5,OH,0.2702702702702703,1,1,0,0
Conservative,1.0,-6,2.0,0 - Neutral,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,46.0,Married,1.0,Metro Area,13.0,112.5,1.0,0.0,0.0,2.5,-2.5,0.1,0.15,5.0,0.8,0.6666667,0.0,0.42703333,1.0,2.5,OH,0.017777777777777778,1,1,0,0
Moderate,1.0,-7 - Very willing,200.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,37.0,Married,1.0,Metro Area,14.0,55.0,0.0,1.0,0.0,37.5,37.5,0.1,0.25,7.5,0.8,0.6666667,0.0,0.42703333,1.0,50.0,OK,3.6363636363636362,1,1,0,0
Moderate,0.0,-5,2.0,2,2,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,19.0,0.0,0.0,Metro Area,12.0,27.5,0.0,0.0,0.0,17.5,-7.5,-0.1,0.25,,0.4,0.33333334,1.0,0.6903667,1.0,2.5,OK,0.07272727272727272,1,1,0,0
Slightly Conservative,0.0,-5,0.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,24.0,0.0,1.0,Metro Area,14.0,37.5,1.0,0.0,0.0,0.0,0.0,-0.1,0.25,7.0,1.0,0.6666667,0.0,0.42703333,1.0,2.5,OK,0.0,1,1,0,0
Moderate,0.0,-6,2.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,35.0,Married,1.0,Metro Area,12.0,32.5,0.0,0.0,0.0,7.5,0.0,0.0,0.45,-8.0,0.4,1.0,0.6666667,0.37703332,0.5,0.0,OK,0.06153846153846154,1,1,0,0
